,label,distance_type,algorithm,precisao,radius_min,silhouette_mean,silhouette_max,rand_index_mean,rand_index_max,exec_time_mean
172,17: 0.5,euclidean,Busca Binaria 1,5,2.3420620853336866,0.3163761401515529,0.3641988291888376,0.2304900282695355,0.41043978776910583,0.023591180000054616
173,17: 0.5,euclidean,Busca Binaria 1,6,2.2402332990148306,0.3096894208489335,0.36267059021339015,0.2408987502893122,0.43199805660148183,0.03175100000000081
174,17: 0.5,euclidean,Busca Binaria 2,2,2.4438908716525427,0.22990801328106117,0.22990801328106117,0.11007167815738439,0.11007167815738439,0.16136120000010123
175,17: 0.5,euclidean,Busca Binaria 2,20,2.2656780653227777,0.3119034644438868,0.3119034644438868,0.2227472992826471,0.2227472992826471,1.1153850999999122
176,17: 0.5,euclidean,Busca Binaria 2,3,2.4438908716525427,0.3066757788501496,0.3066757788501496,0.17868940168079964,0.17868940168079964,0.2696531999999934
177,17: 0.5,euclidean,Busca Binaria 2,4,2.4438908716525427,0.22614104953687222,0.22614104953687222,0.03321442915547466,0.03321442915547466,0.5299299000002975
178,17: 0.5,euclidean,Busca Binaria 2,5,2.4438908716525427,0.34772807701135844,0.34772807701135844,0.2882028543012835,0.2882028543012835,0.5482915999996294
179,17: 0.5,euclidean,Busca Binaria 2,6,2.3420620853336866,0.3375034124324212,0.3375034124324212,0.28788936750850813,0.28788936750850813,0.5818006999998033
180,17: 0.5,manhattan,Busca Binaria 1,2,3.332251501441893,0.30688513463140576,0.3825312910174437,0.22150734459312724,0.3952898794813336,0.0006329199999830355
181,17: 0.5,manhattan,Busca Binaria 1,20,2.9851419700416955,0.3156422923356317,0.3812033010868027,0.24681342357733957,0.3629751562195333,0.004173443333335551
182,17: 0.5,manhattan,Busca Binaria 1,3,3.332251501441893,0.3263186243152404,0.3862305648722366,0.25185125504990613,0.38336927332096066,0.0008117699999426501
183,17: 0.5,manhattan,Busca Binaria 1,4,3.332251501441893,0.3157385908396072,0.3604911684440025,0.23633771359302194,0.35719073180784167,0.0009522866666732928
184,17: 0.5,manhattan,Busca Binaria 1,5,3.054563876321735,0.31835518325418816,0.38181569469933785,0.23928965034753163,0.39337041142650425,0.0011333666667269426
185,17: 0.5,manhattan,Busca Binaria 1,6,3.054563876321735,0.3059311389387988,0.37079888649993864,0.23974797821903865,0.36854555592939914,0.0012544733333622086
186,17: 0.5,manhattan,Busca Binaria 2,2,3.332251501441893,0.37927779449385746,0.37927779449385746,0.2305850331152968,0.2305850331152968,0.006456599999637547
187,17: 0.5,manhattan,Busca Binaria 2,20,3.054572350675529,0.3209851527593187,0.3209851527593187,0.2512199191767312,0.2512199191767312,0.04072099999984857
188,17: 0.5,manhattan,Busca Binaria 2,3,2.7768762512015774,0.35410929050587936,0.35410929050587936,0.3376675827566576,0.3376675827566576,0.01044000000001688
189,17: 0.5,manhattan,Busca Binaria 2,4,3.054563876321735,0.36529732419491123,0.36529732419491123,0.3656446944934006,0.3656446944934006,0.011397799999940617
190,17: 0.5,manhattan,Busca Binaria 2,5,3.054563876321735,0.3410200576747228,0.3410200576747228,0.3275271641877813,0.3275271641877813,0.012193099999876722
191,17: 0.5,manhattan,Busca Binaria 2,6,2.9157200637616563,0.34379651165787134,0.34379651165787134,0.2359962909105567,0.2359962909105567,0.01563129999976809
192,18: 0.5,euclidean,Busca Binaria 1,2,2.1714575150110096,0.3844670534669688,0.4575035647763724,0.4272136735214231,0.5234937907666933,0.012103180000061305
193,18: 0.5,euclidean,Busca Binaria 1,20,1.8031862372373326,0.38575241212557326,0.44899456624502837,0.45761230375267686,0.5372614723048494,0.08492292666660432
194,18: 0.5,euclidean,Busca Binaria 1,3,1.8095479291758414,0.35361913402943496,0.47471805521442423,0.4077024202661496,0.5479394281803787,0.015786700000019967
195,18: 0.5,euclidean,Busca Binaria 1,4,1.8095479291758414,0.37008723082550044,0.4578882005397427,0.4267416680113078,0.5737111149812079,0.01860696333328633
196,18: 0.5,euclidean,Busca Binaria 1,5,1.8095479291758414,0.3742121097363777,0.4182127608893319,0.44021562574821715,0.5157956333794563,0.020906986666659577
197,18: 0.5,euclidean,Busca Binaria 1,6,1.8095479291758414,0.38252468622578595,0.4626456914784569,0.4530751285771795,0.5585767160286168,0.027081609999944096
198,18: 0.5,euclidean,Busca Binaria 2,2,2.1714575150110096,0.3092332685746981,0.3092332685746981,0.3279638361659986,0.3279638361659986,0.13015210000003208
199,18: 0.5,euclidean,Busca Binaria 2,20,1.7181814420902266,0.3946666947668382,0.3946666947668382,0.49730105639633077,0.49730105639633077,1.1614642999998068
200,18: 0.5,euclidean,Busca Binaria 2,3,1.8095479291758414,0.35363768168129145,0.35363768168129145,0.4387983250824922,0.4387983250824922,0.20562480000035066
201,18: 0.5,euclidean,Busca Binaria 2,4,2.1714575150110096,0.45029051502141215,0.45029051502141215,0.3972910138962451,0.3972910138962451,0.23098909999998796
202,18: 0.5,euclidean,Busca Binaria 2,5,1.8095479291758414,0.3817684879230243,0.3817684879230243,0.44946407211061795,0.44946407211061795,0.4029405000001134
203,18: 0.5,euclidean,Busca Binaria 2,6,1.8095479291758414,0.3694991985072467,0.3694991985072467,0.4417026060663958,0.4417026060663958,0.517374000000018
204,18: 0.5,manhattan,Busca Binaria 1,2,3.049736381616689,0.3824071633044257,0.4953226168452808,0.4466074838798725,0.5861446455416166,0.0006186366666952381
205,18: 0.5,manhattan,Busca Binaria 1,20,2.2867981539676308,0.3813486885485727,0.46196192073166154,0.46508452920525756,0.538831388326575,0.004288710000021941
206,18: 0.5,manhattan,Busca Binaria 1,3,2.541446984680574,0.36707012111265486,0.4418154511896692,0.42265236240457316,0.5215612313492642,0.0008430033333146033
207,18: 0.5,manhattan,Busca Binaria 1,4,2.541446984680574,0.3807816077289139,0.4521251188391667,0.45011335028215077,0.5272033384986418,0.0010238233333742148
208,18: 0.5,manhattan,Busca Binaria 1,5,2.541446984680574,0.37867044999101823,0.43207196363863243,0.44272229660807244,0.5489200830270712,0.0011695666666582838
209,18: 0.5,manhattan,Busca Binaria 1,6,2.4143746354465456,0.3708925076400666,0.43505800504900494,0.4293856544887866,0.5373113027006338,0.001458306666639449
210,18: 0.5,manhattan,Busca Binaria 2,2,3.049736381616689,0.3807938990437245,0.3807938990437245,0.4333546825359141,0.4333546825359141,0.005822900000111986
211,18: 0.5,manhattan,Busca Binaria 2,20,2.2436599455667725,0.3960532602819297,0.3960532602819297,0.5058197232940898,0.5058197232940898,0.06828150000001187
212,18: 0.5,manhattan,Busca Binaria 2,3,2.541446984680574,0.42134783516479685,0.42134783516479685,0.49202418665807657,0.49202418665807657,0.006004800000027899
213,18: 0.5,manhattan,Busca Binaria 2,4,2.541446984680574,0.41461078454171474,0.41461078454171474,0.4955091482781748,0.4955091482781748,0.007234799999878305
214,18: 0.5,manhattan,Busca Binaria 2,5,2.2873022862125167,0.4275998842701432,0.4275998842701432,0.4755806460510051,0.4755806460510051,0.008114199999909033
215,18: 0.5,manhattan,Busca Binaria 2,6,2.3508384608295314,0.4121705372013039,0.4121705372013039,0.49112639675606895,0.49112639675606895,0.014560900000105903
216,19: 0.5,euclidean,Busca Binaria 1,2,1.8903583101139263,0.47016619678467253,0.5593409794818408,0.6634827498443913,0.9219556451307538,0.014948313333343321
217,19: 0.5,euclidean,Busca Binaria 1,20,1.7328284509377658,0.5125884994745019,0.5616286212177903,0.7593213395799254,0.9316942590706792,0.08742746666663757
218,19: 0.5,euclidean,Busca Binaria 1,3,1.8903583101139263,0.5011947707992784,0.5607043357678223,0.7206377664915063,0.8835850682418777,0.016321420000031138
219,19: 0.5,euclidean,Busca Binaria 1,4,1.7328284509377658,0.5103390924254542,0.5592328494103164,0.7400355876626491,0.9223317920015165,0.019754413333339473
220,19: 0.5,euclidean,Busca Binaria 1,5,1.7328284509377658,0.5225823627327363,0.5625208830508083,0.7782318159949643,0.9316942590706792,0.021153103333320662
221,19: 0.5,euclidean,Busca Binaria 1,6,1.8115933805258462,0.5221017647546207,0.5573978082235962,0.782949802733332,0.9223476359518511,0.027306060000046272
222,19: 0.5,euclidean,Busca Binaria 2,2,1.8903583101139263,0.5557916195170556,0.5557916195170556,0.8100756853877704,0.8100756853877704,0.1540236000000732
223,19: 0.5,euclidean,Busca Binaria 2,20,1.6034509005792197,0.5470121279595811,0.5470121279595811,0.8938958269639353,0.8938958269639353,1.1504119999999602
224,19: 0.5,euclidean,Busca Binaria 2,3,1.8903583101139263,0.5504297198375084,0.5504297198375084,0.8184931064768891,0.8184931064768891,0.26922400000012203
225,19: 0.5,euclidean,Busca Binaria 2,4,1.7328284509377658,0.5576061167608052,0.5576061167608052,0.8430853960647366,0.8430853960647366,0.33568670000022394
226,19: 0.5,euclidean,Busca Binaria 2,5,1.7328284509377658,0.5414161324072964,0.5414161324072964,0.8569460723101886,0.8569460723101886,0.40687049999996816
227,19: 0.5,euclidean,Busca Binaria 2,6,1.6934459861437257,0.5475732097268436,0.5475732097268436,0.7889866518077758,0.7889866518077758,0.5320603000000119
228,19: 0.5,manhattan,Busca Binaria 1,2,2.419055663775395,0.49795106083905627,0.5639906534805176,0.7324868298732322,0.912495723328421,0.0006914099999903555
229,19: 0.5,manhattan,Busca Binaria 1,20,2.015781288185885,0.5094176123676113,0.5641776333501277,0.7481196010341825,0.9309521356921786,0.004352836666657822
230,19: 0.5,manhattan,Busca Binaria 1,3,2.419055663775395,0.4850293623147113,0.5638185647445434,0.6991208495889073,0.9211264139219835,0.0007433566666804836
231,19: 0.5,manhattan,Busca Binaria 1,4,2.419055663775395,0.48704363944305423,0.5648661591244308,0.7142937720407226,0.930989557248269,0.0009685566667030799
232,19: 0.5,manhattan,Busca Binaria 1,5,2.3182616777847533,0.5242232791086548,0.5653083959768505,0.7851632383348608,0.9215264184901907,0.0011673700000149742
233,19: 0.5,manhattan,Busca Binaria 1,6,2.217467691794112,0.5301704075546246,0.5636915973744951,0.7947402487764564,0.9130995481243145,0.001353893333346908
234,19: 0.5,manhattan,Busca Binaria 2,2,2.419055663775395,0.5627599110614819,0.5627599110614819,0.9218827541022463,0.9218827541022463,0.007313800000247284
235,19: 0.5,manhattan,Busca Binaria 2,20,2.0475623997354244,0.5614343267851115,0.5614343267851115,0.9314062396645321,0.9314062396645321,0.08160569999972722
236,19: 0.5,manhattan,Busca Binaria 2,3,2.015879719812829,0.560341103580262,0.560341103580262,0.8583248744871956,0.8583248744871956,0.01272819999985586
237,19: 0.5,manhattan,Busca Binaria 2,4,2.217467691794112,0.5587796176103766,0.5587796176103766,0.8593584352377147,0.8593584352377147,0.012851599999976315
238,19: 0.5,manhattan,Busca Binaria 2,5,2.015879719812829,0.5575977058225082,0.5575977058225082,0.8508355697780834,0.8508355697780834,0.02073819999986881
239,19: 0.5,manhattan,Busca Binaria 2,6,2.1166737058034704,0.565964826105226,0.565964826105226,0.922339714784789,0.922339714784789,0.023036000000047352
240,1: 0.1,euclidean,Busca Binaria 1,2,1.2909919006570802,0.5392545984226068,0.6065338587399048,0.7816754952774528,0.9414439242241618,0.011091910000034962
241,1: 0.1,euclidean,Busca Binaria 1,20,1.2909919006570802,0.5721537888025943,0.6063714944342384,0.8519551676367129,0.9509292264870578,0.0982924866666508
242,1: 0.1,euclidean,Busca Binaria 1,3,1.9364878509856203,0.554506117341687,0.6063714944342384,0.8078847322060665,0.9406842958703081,0.014875246666679231
243,1: 0.1,euclidean,Busca Binaria 1,4,1.2909919006570802,0.5804832285385992,0.6060043699347766,0.8548108202383792,0.9320517299643781,0.020019506666706852
244,1: 0.1,euclidean,Busca Binaria 1,5,1.4523658882392154,0.5664633005217947,0.6060043699347766,0.8316418566161722,0.9320517299643781,0.02010881333336935
245,1: 0.1,euclidean,Busca Binaria 1,6,1.2909919006570802,0.5856776429053636,0.6064041236476537,0.8713440620006225,0.9414439242241618,0.025183439999985544
246,1: 0.1,euclidean,Busca Binaria 2,2,1.9364878509856203,0.4746694611548211,0.4746694611548211,0.6326579331966532,0.6326579331966532,0.1362448999998378
247,1: 0.1,euclidean,Busca Binaria 2,20,1.2958427727813602,0.600361399514912,0.600361399514912,0.9223476359518511,0.9223476359518511,1.1435538000000633
248,1: 0.1,euclidean,Busca Binaria 2,3,1.9364878509856203,0.42310030240552593,0.42310030240552593,0.5985920120282067,0.5985920120282067,0.12411129999964032
249,1: 0.1,euclidean,Busca Binaria 2,4,1.2909919006570802,0.604560172882192,0.604560172882192,0.9119715885668154,0.9119715885668154,0.4856051000001571
250,1: 0.1,euclidean,Busca Binaria 2,5,1.2103049068660128,0.6063425412350104,0.6063425412350104,0.9414439242241618,0.9414439242241618,0.5271242999997412
251,1: 0.1,euclidean,Busca Binaria 2,6,1.2909919006570802,0.6044075541309314,0.6044075541309314,0.9211096131336798,0.9211096131336798,0.7912376999997832
252,1: 0.1,manhattan,Busca Binaria 1,2,1.813333183613378,0.5169238849117737,0.5952101755763276,0.7489663682543004,0.9227038569978269,0.0006729733333486366
253,1: 0.1,manhattan,Busca Binaria 1,20,1.7566665216254598,0.55410443010171,0.5954849628470963,0.8262853090437198,0.9312142920011222,0.004137130000011287
254,1: 0.1,manhattan,Busca Binaria 1,3,1.813333183613378,0.5266318837320588,0.5911294269009473,0.7733778550699791,0.9117882623442023,0.0009262600000207992
255,1: 0.1,manhattan,Busca Binaria 1,4,1.813333183613378,0.5069945092708774,0.5953684975480852,0.7399234916399448,0.9509292264870578,0.0009873633333275695
256,1: 0.1,manhattan,Busca Binaria 1,5,1.813333183613378,0.5599138358896878,0.5943433116543702,0.8398127413521214,0.930708749143164,0.0011478166666771964
257,1: 0.1,manhattan,Busca Binaria 1,6,1.813333183613378,0.5586690967082678,0.5953684975480852,0.8358514975573469,0.9509292264870578,0.0014240499999990182
258,1: 0.1,manhattan,Busca Binaria 2,2,1.813333183613378,0.5794156611734774,0.5794156611734774,0.874638989731731,0.874638989731731,0.009419099999831815
259,1: 0.1,manhattan,Busca Binaria 2,20,1.6368032502721097,0.5924388262064677,0.5924388262064677,0.9123718993242899,0.9123718993242899,0.1243664000003264
260,1: 0.1,manhattan,Busca Binaria 2,3,1.813333183613378,0.5723441307425954,0.5723441307425954,0.8523009847988086,0.8523009847988086,0.015969999999924767
261,1: 0.1,manhattan,Busca Binaria 2,4,1.813333183613378,0.5944759820678968,0.5944759820678968,0.9117882623442023,0.9117882623442023,0.019963199999892822
262,1: 0.1,manhattan,Busca Binaria 2,5,1.813333183613378,0.5850259003049287,0.5850259003049287,0.8921433151659258,0.8921433151659258,0.022390999999970518
263,1: 0.1,manhattan,Busca Binaria 2,6,1.6999998596375419,0.5952101755763276,0.5952101755763276,0.9217676675812799,0.9217676675812799,0.0230492000000595
264,20: 0.5,euclidean,Busca Binaria 1,2,1.962972781128413,0.44144192404672467,0.5238904762181696,0.4800629656106654,0.5614387010224899,0.010895979999971436
265,20: 0.5,euclidean,Busca Binaria 1,20,1.6255868343719668,0.4427146821937255,0.5186427978788347,0.47076518019577457,0.5561167984849074,0.08392043999998956
266,20: 0.5,euclidean,Busca Binaria 1,3,1.635810650940344,0.4256786398100077,0.5277886326672039,0.4724855258208348,0.5579737794650093,0.016222340000073623
267,20: 0.5,euclidean,Busca Binaria 1,4,1.635810650940344,0.4333368899953612,0.520046781903799,0.47795735956373786,0.5443697499002234,0.02142344333336344
268,20: 0.5,euclidean,Busca Binaria 1,5,1.635810650940344,0.42583175807082163,0.5223697822149183,0.4759874118061363,0.5524365009517871,0.024581086666618526
269,20: 0.5,euclidean,Busca Binaria 1,6,1.5540201183933269,0.44602313232238566,0.5226888796980674,0.48015943689262147,0.5832026573024803,0.026892926666672187
270,20: 0.5,euclidean,Busca Binaria 2,2,1.962972781128413,0.5009761012582832,0.5009761012582832,0.44296925446456653,0.44296925446456653,0.13114610000002358
271,20: 0.5,euclidean,Busca Binaria 2,20,1.4919383884888648,0.5121996549778756,0.5121996549778756,0.4462937143092663,0.4462937143092663,1.147366300000158
272,20: 0.5,euclidean,Busca Binaria 2,3,1.635810650940344,0.4580773660948017,0.4580773660948017,0.40474350140028614,0.40474350140028614,0.13336209999988569
273,20: 0.5,euclidean,Busca Binaria 2,4,1.635810650940344,0.42075384475960714,0.42075384475960714,0.556975900696453,0.556975900696453,0.1309161999997741
274,20: 0.5,euclidean,Busca Binaria 2,5,1.635810650940344,0.4048520988761886,0.4048520988761886,0.4031803854959807,0.4031803854959807,0.2524490999999216
275,20: 0.5,euclidean,Busca Binaria 2,6,1.4722295858463097,0.46938668919122867,0.46938668919122867,0.46787329035554026,0.46787329035554026,0.27634409999973286
276,20: 0.5,manhattan,Busca Binaria 1,2,2.7047090452770637,0.4524326149219846,0.5370199096880384,0.47906451477963574,0.5612289957001366,0.0005915766666627557
277,20: 0.5,manhattan,Busca Binaria 1,20,1.9651401657091168,0.4268310302099217,0.5372872038308019,0.48214594751851153,0.5706773346592985,0.0045002866666436605
278,20: 0.5,manhattan,Busca Binaria 1,3,2.253924204397553,0.4494743410273091,0.5389098914325829,0.46961775166729697,0.5368445811293525,0.0008162166666655442
279,20: 0.5,manhattan,Busca Binaria 1,4,2.028531783957798,0.44569209790051983,0.538980417220111,0.47331661508302514,0.5871043394466654,0.0008892766666879955
280,20: 0.5,manhattan,Busca Binaria 1,5,1.8031393635180424,0.43016264538530574,0.5195952136809642,0.4672419976835608,0.5563335522185798,0.0010672800000217344
281,20: 0.5,manhattan,Busca Binaria 1,6,1.9158355737379202,0.4685978580044447,0.5438843809112665,0.47262720623387294,0.5619352212360845,0.0012423699999999371
282,20: 0.5,manhattan,Busca Binaria 2,2,2.7047090452770637,0.3910116622751478,0.3910116622751478,0.5187790858116632,0.5187790858116632,0.005907199999910517
283,20: 0.5,manhattan,Busca Binaria 2,20,1.916282671739891,0.5278355658297083,0.5278355658297083,0.49853817338146084,0.49853817338146084,0.043853199999830395
284,20: 0.5,manhattan,Busca Binaria 2,3,2.253924204397553,0.42406327280937633,0.42406327280937633,0.5248656790786401,0.5248656790786401,0.006669500000043627
285,20: 0.5,manhattan,Busca Binaria 2,4,2.028531783957798,0.4627073274258,0.4627073274258,0.40007508525174484,0.40007508525174484,0.006280700000388606
286,20: 0.5,manhattan,Busca Binaria 2,5,2.028531783957798,0.3988746964604357,0.3988746964604357,0.5035399576164553,0.5035399576164553,0.013562499999807187
287,20: 0.5,manhattan,Busca Binaria 2,6,1.9158355737379202,0.41663369534305805,0.41663369534305805,0.4976775366879203,0.4976775366879203,0.01910039999984292
288,21: 1.0,euclidean,Busca Binaria 1,2,2.730562119157985,0.2774631734908933,0.3460670591195726,0.15607214431264788,0.2935065843331025,0.010994433333310856
289,21: 1.0,euclidean,Busca Binaria 1,20,2.5012236778246937,0.2797037235351543,0.35740531295966854,0.16214105284808866,0.3250335463181402,0.09259725333333033
290,21: 1.0,euclidean,Busca Binaria 1,3,2.275468432631654,0.2762807544757073,0.34705269242579556,0.15222876378311126,0.27889213888967773,0.01792703666668179
291,21: 1.0,euclidean,Busca Binaria 1,4,2.5030152758948194,0.29183915457774484,0.35831995970240593,0.17430894766492935,0.3009109309831603,0.020637369999970664
292,21: 1.0,euclidean,Busca Binaria 1,5,2.5030152758948194,0.27922305294493754,0.34894701341028683,0.1691408187181484,0.33377561222064345,0.026965363333313994
293,21: 1.0,euclidean,Busca Binaria 1,6,2.5030152758948194,0.27839692292570845,0.3531354510609351,0.15654487809672296,0.3213605392748889,0.025393149999975623
294,21: 1.0,euclidean,Busca Binaria 2,2,2.730562119157985,0.3111264467262632,0.3111264467262632,0.19614543760654654,0.19614543760654654,0.13421599999992395
295,21: 1.0,euclidean,Busca Binaria 2,20,2.286919383087616,0.3343744372261634,0.3343744372261634,0.25302576380282166,0.25302576380282166,1.1396310000000085
296,21: 1.0,euclidean,Busca Binaria 2,3,2.730562119157985,0.33513390699143986,0.33513390699143986,0.3026815774741067,0.3026815774741067,0.2194448000000193
297,21: 1.0,euclidean,Busca Binaria 2,4,2.5030152758948194,0.33398803502507607,0.33398803502507607,0.2410243168054412,0.2410243168054412,0.24926460000006045
298,21: 1.0,euclidean,Busca Binaria 2,5,2.275468432631654,0.28378412257465635,0.28378412257465635,0.17818018073759362,0.17818018073759362,0.20901770000000397
299,21: 1.0,euclidean,Busca Binaria 2,6,2.3892418542632368,0.3022945458041975,0.3022945458041975,0.16920280499975368,0.16920280499975368,0.2736445000000458
300,21: 1.0,manhattan,Busca Binaria 1,2,3.7826980511435986,0.25757985581959597,0.3565891926248851,0.1513763382423787,0.336010093008353,0.0007171266666318842
301,21: 1.0,manhattan,Busca Binaria 1,20,2.9945397581692665,0.3007759550227738,0.362368847720777,0.19996960968618127,0.33020202776571367,0.0043544833333423105
302,21: 1.0,manhattan,Busca Binaria 1,3,3.7826980511435986,0.2800911069983392,0.3517994588367623,0.1884866243874907,0.324540585426124,0.0006879700000202623
303,21: 1.0,manhattan,Busca Binaria 1,4,3.1522483759529987,0.30055381885012233,0.3663733493641157,0.20677785480343505,0.34199382627848274,0.0012129533333488022
304,21: 1.0,manhattan,Busca Binaria 1,5,3.1522483759529987,0.29810458273882556,0.35725106676367235,0.19495405058009502,0.30402493328163993,0.0012289999999514597
305,21: 1.0,manhattan,Busca Binaria 1,6,3.1522483759529987,0.29611423844861484,0.36255602319339936,0.19308534371774988,0.3242557404999805,0.0012980299999981071
306,21: 1.0,manhattan,Busca Binaria 2,2,3.7826980511435986,0.32205457546899596,0.32205457546899596,0.26362513044836555,0.26362513044836555,0.006025299999691924
307,21: 1.0,manhattan,Busca Binaria 2,20,2.9954151689426176,0.2813035684203446,0.2813035684203446,0.14725918760266465,0.14725918760266465,0.04333530000030805
308,21: 1.0,manhattan,Busca Binaria 2,3,3.7826980511435986,0.34704395131182747,0.34704395131182747,0.2930794206132121,0.2930794206132121,0.005874400000266178
309,21: 1.0,manhattan,Busca Binaria 2,4,3.1522483759529987,0.3246671842068382,0.3246671842068382,0.22000287547830583,0.22000287547830583,0.005809100000078615
310,21: 1.0,manhattan,Busca Binaria 2,5,3.1522483759529987,0.34004873748235853,0.34004873748235853,0.29182014263025224,0.29182014263025224,0.012691699999777484
311,21: 1.0,manhattan,Busca Binaria 2,6,2.994635957155349,0.36226565550226864,0.36226565550226864,0.32946963629713455,0.32946963629713455,0.014188799999828916
312,22: 1.0,euclidean,Busca Binaria 1,2,2.272575444956775,0.3351643671472578,0.42598897968207133,0.33272589864224,0.4588978014638834,0.011169833333330341
313,22: 1.0,euclidean,Busca Binaria 1,20,2.0831941578770437,0.34570395694578393,0.4180703164944531,0.3822103199442338,0.4938386330946052,0.08724766333336144
314,22: 1.0,euclidean,Busca Binaria 1,3,2.272575444956775,0.3087525285703972,0.41820412275052177,0.2844526108251651,0.43759215557778713,0.013449679999954849
315,22: 1.0,euclidean,Busca Binaria 1,4,2.0831941578770437,0.31752117210986136,0.43109565540198325,0.32497297547629306,0.48150531261049423,0.016887999999941408
316,22: 1.0,euclidean,Busca Binaria 1,5,1.8938128707973125,0.33554740507732483,0.4187106575882699,0.339910422468716,0.4786322942854724,0.021604926666699005
317,22: 1.0,euclidean,Busca Binaria 1,6,2.0831941578770437,0.3487610818681093,0.42365079698789204,0.3571117804022148,0.4565205989101432,0.025425136666702503
318,22: 1.0,euclidean,Busca Binaria 2,2,2.272575444956775,0.40290229069226813,0.40290229069226813,0.48144117423702165,0.48144117423702165,0.13828259999991133
319,22: 1.0,euclidean,Busca Binaria 2,20,2.1778876911460214,0.3890726150571923,0.3890726150571923,0.3859320826127266,0.3859320826127266,0.6257320999998228
320,22: 1.0,euclidean,Busca Binaria 2,3,2.272575444956775,0.3107703180258879,0.3107703180258879,0.3490340148962809,0.3490340148962809,0.24122729999999137
321,22: 1.0,euclidean,Busca Binaria 2,4,2.272575444956775,0.32379808859636083,0.32379808859636083,0.3315659344354043,0.3315659344354043,0.3536482999998043
322,22: 1.0,euclidean,Busca Binaria 2,5,2.0831941578770437,0.3834594805291296,0.3834594805291296,0.3663552840609024,0.3663552840609024,0.2524329999996553
323,22: 1.0,euclidean,Busca Binaria 2,6,2.0831941578770437,0.30809412285412463,0.30809412285412463,0.33849134630422273,0.33849134630422273,0.39743140000018684
324,22: 1.0,manhattan,Busca Binaria 1,2,3.0079793952014056,0.3310806123745988,0.44462738069249724,0.3283720895318403,0.46192992822800266,0.0006353566667106255
325,22: 1.0,manhattan,Busca Binaria 1,20,2.5027328561636693,0.3671917028431189,0.4424875322490658,0.37108154399721166,0.4731516190980055,0.004079439999986789
326,22: 1.0,manhattan,Busca Binaria 1,3,3.0079793952014056,0.3792470745253412,0.4515125162986997,0.358663069458642,0.45730240944609657,0.0007922333333226561
327,22: 1.0,manhattan,Busca Binaria 1,4,3.0079793952014056,0.36781906190357544,0.44727199950816593,0.37390162858587134,0.46594897447338257,0.0010269033332861
328,22: 1.0,manhattan,Busca Binaria 1,5,2.882646920401347,0.3533049453408371,0.44370687221757454,0.367031130952205,0.46178763073812007,0.0012494399999620025
329,22: 1.0,manhattan,Busca Binaria 1,6,2.7573144456012884,0.3500714125898751,0.4496256635862207,0.3520696153573837,0.46583099399578387,0.0013765133333132932
330,22: 1.0,manhattan,Busca Binaria 2,2,3.0079793952014056,0.41615668080517665,0.41615668080517665,0.36086323906430673,0.36086323906430673,0.006523700000343524
331,22: 1.0,manhattan,Busca Binaria 2,20,2.489361202968448,0.3567334341667872,0.3567334341667872,0.4389392008504124,0.4389392008504124,0.08874800000012328
332,22: 1.0,manhattan,Busca Binaria 2,3,3.0079793952014056,0.3572531987350502,0.3572531987350502,0.4429240981309331,0.4429240981309331,0.006307900000138034
333,22: 1.0,manhattan,Busca Binaria 2,4,2.7573144456012884,0.38190088728158855,0.38190088728158855,0.45730240944609657,0.45730240944609657,0.012990499999887106
334,22: 1.0,manhattan,Busca Binaria 2,5,2.6319819708012298,0.3350118411260507,0.3350118411260507,0.45853743279469245,0.45853743279469245,0.01402090000010503
335,22: 1.0,manhattan,Busca Binaria 2,6,2.6319819708012298,0.4207788954410246,0.4207788954410246,0.4237313574541194,0.4237313574541194,0.02038650000031339
336,23: 1.0,euclidean,Busca Binaria 1,2,2.9648464097034566,0.2723748215363401,0.32920456012545146,0.07576167450983191,0.17421306232172187,0.01197187333336842
337,23: 1.0,euclidean,Busca Binaria 1,20,2.918513144557512,0.2752669509893282,0.3383445098094421,0.06507635009560435,0.1787141380569699,0.09282971333335202
338,23: 1.0,euclidean,Busca Binaria 1,3,2.9648464097034566,0.2753614963911998,0.336829155775635,0.06878599735818365,0.1759938147312743,0.01711843333332581
339,23: 1.0,euclidean,Busca Binaria 1,4,2.9648464097034566,0.27536295091345386,0.3390642687087354,0.06686754480791225,0.16120843024469472,0.02080051333332449
340,23: 1.0,euclidean,Busca Binaria 1,5,2.9648464097034566,0.27362670405119227,0.3302320834989805,0.06886412883762515,0.16467601020784992,0.02666897666663317
341,23: 1.0,euclidean,Busca Binaria 1,6,2.8413111426324793,0.28464792297801467,0.33678263534724123,0.07663131257755926,0.1775556131106573,0.028805386666666283
342,23: 1.0,euclidean,Busca Binaria 2,2,2.9648464097034566,0.24813117131745288,0.24813117131745288,0.023422103053968996,0.023422103053968996,0.08362810000016907
343,23: 1.0,euclidean,Busca Binaria 2,20,2.7492779718641476,0.3084725039796622,0.3084725039796622,0.06557176522240145,0.06557176522240145,1.1192475999996532
344,23: 1.0,euclidean,Busca Binaria 2,3,2.9648464097034566,0.2739600092071393,0.2739600092071393,0.05977039513035216,0.05977039513035216,0.11419149999983347
345,23: 1.0,euclidean,Busca Binaria 2,4,2.9648464097034566,0.2727256872368065,0.2727256872368065,0.07921398479244575,0.07921398479244575,0.21000800000001618
346,23: 1.0,euclidean,Busca Binaria 2,5,2.717775875561502,0.2704903705853497,0.2704903705853497,0.0627575138158112,0.0627575138158112,0.220980800000234
