label,distance_type,algorithm,silhouette_mean,silhouette_std,rand_index_mean,rand_index_std,exec_time_mean,exec_time_std
12: 0.5,euclidean,Maiores Distancias,0.4259059362817429,0.0635795313775799,0.5864665872561466,0.1670487728802464,0.0014537652333577475,0.0002612282486972528
12: 0.5,manhattan,KMeans,0.5091675723961681,0.0,0.8865638470190016,0.0,0.028726911544799803,0.004545419653381495
13: 0.5,euclidean,KMeans,0.3791193417484741,0.0,0.46786699565331297,0.0,0.11524469057718913,0.016001278331826994
13: 0.5,euclidean,Maiores Distancias,0.28211239307475117,0.08976560973934669,0.23126850761446172,0.10800340130482146,0.001486508051554362,0.00017886158684579244
13: 0.5,manhattan,Maiores Distancias,0.26570156947609347,0.05579001388930747,0.25157960764568643,0.06690265966902463,0.0009458223978678385,6.828049786996517e-05
13: 0.5,manhattan,KMeans,0.3888428185629446,0.0,0.46786699565331297,0.0,0.03933192888895671,0.022181951357592815
14: 0.5,euclidean,KMeans,0.4530330668690772,0.0,0.7312200412861691,0.0,0.11522844632466635,0.01741057505695766
14: 0.5,euclidean,Maiores Distancias,0.27820280526713315,0.06599209184118204,0.2554758213557225,0.1273762284813246,0.0014397144317626954,0.00017146064314258293
14: 0.5,manhattan,KMeans,0.4575025087182114,0.0,0.7312200412861691,0.0,0.036651078859965006,0.006454398572521985
14: 0.5,manhattan,Maiores Distancias,0.3054209323030173,0.04461182372115945,0.28443690681766737,0.10854822010195968,0.000977325439453125,0.00013821451348383266
15: 0.5,manhattan,KMeans,0.4418110737567255,0.0,0.46209688954822786,0.0,0.03518129189809163,0.005978509961221437
15: 0.5,euclidean,Maiores Distancias,0.4270744319056581,0.08183654742130476,0.35399611355475763,0.13931572517271015,0.0014677921930948894,0.00013052547530275344
15: 0.5,manhattan,Maiores Distancias,0.3605587510360436,0.07132346710678904,0.29058712460764063,0.09990632222593682,0.0009285052617390951,4.680446427746295e-05
15: 0.5,euclidean,KMeans,0.43822134160960474,0.0,0.46209688954822786,0.0,0.12399580478668212,0.0225400304994297
16: 0.5,euclidean,KMeans,0.3826955700865428,0.0,0.32729802318107126,0.0,0.11968891620635987,0.01848621632051596
16: 0.5,euclidean,Maiores Distancias,0.2895383117678178,0.050666488290150274,0.1948205745879689,0.07976765513108701,0.0014268318812052409,0.00020684739332013112
16: 0.5,manhattan,KMeans,0.38857373329547723,0.0,0.32729802318107126,0.0,0.03811101913452149,0.0049961675856281685
16: 0.5,manhattan,Maiores Distancias,0.24492197546076258,0.047555646149934176,0.1591473361692974,0.07654268588503423,0.0009784221649169922,9.542410909258994e-05
17: 0.5,manhattan,Maiores Distancias,0.2525809595835793,0.053666700165044344,0.1286577290563589,0.07190554184467948,0.0009737094243367513,6.58408552903003e-05
17: 0.5,euclidean,Maiores Distancias,0.2721832272853494,0.05193390878803985,0.1391365706321187,0.09982169739379866,0.0015405972798665365,0.00021676000511285776
17: 0.5,manhattan,KMeans,0.3632847000725578,0.0,0.32640281008776345,0.0,0.045583454767862956,0.010513848140359642
17: 0.5,euclidean,KMeans,0.3547148236980355,0.0,0.32640281008776345,0.0,0.12591838836669922,0.018159396417477446
18: 0.5,manhattan,Maiores Distancias,0.3021627407068674,0.08942399905350262,0.30600777767074133,0.11204746433006686,0.0009290138880411784,4.414489198068722e-05
18: 0.5,manhattan,KMeans,0.4206756219269914,0.0,0.527821634877998,0.0,0.03835636774698893,0.014027088574366853
18: 0.5,euclidean,Maiores Distancias,0.31072785274997095,0.07279386046799878,0.3179510595357288,0.08711282660948978,0.0015629927317301433,0.00016960961249278694
18: 0.5,euclidean,KMeans,0.4054146773337602,0.0,0.527821634877998,0.0,0.12009175618489583,0.018744780556118765
19: 0.5,manhattan,KMeans,0.5665164711280775,0.0,0.8937270950516144,0.0,0.03193776607513428,0.002733228266665595
19: 0.5,manhattan,Maiores Distancias,0.4220006487539893,0.10637383197800417,0.5694373411918754,0.20543253101597544,0.0009290218353271484,4.0148638095149584e-05
19: 0.5,euclidean,KMeans,0.5625103585329415,0.0,0.8937270950516144,0.0,0.11449174086252849,0.017856743033798358
19: 0.5,euclidean,Maiores Distancias,0.46076795771341017,0.06746610943121141,0.6531035454476908,0.12831105914881222,0.0015880664189656575,0.0003785410273358617
20: 0.5,euclidean,KMeans,0.4264242855212969,0.0,0.4875734723142093,0.0,0.12198273340861003,0.01928600170941887
20: 0.5,manhattan,Maiores Distancias,0.4297362649439307,0.09066875923336373,0.4132476879933578,0.08551650472240081,0.0009984334309895834,0.00012789531260750672
20: 0.5,manhattan,KMeans,0.4260970560026963,0.0,0.4875734723142093,0.0,0.037700780232747394,0.015837413938307163
20: 0.5,euclidean,Maiores Distancias,0.41844064130017405,0.09187903529088846,0.41907574809878706,0.07053783121066555,0.0015799919764200845,0.0002957761730989299
21: 1.0,euclidean,KMeans,0.3519496910722006,0.0,0.29322012442251405,0.0,0.1194643497467041,0.02074547660180956
21: 1.0,euclidean,Maiores Distancias,0.22078463522240335,0.05288453834737306,0.07748886039006649,0.07029958512470905,0.001360019048055013,0.00021777132055264737
21: 1.0,manhattan,KMeans,0.35737422082172515,0.0,0.29322012442251405,0.0,0.04019827842712402,0.008821349374965426
21: 1.0,manhattan,Maiores Distancias,0.2188291369667222,0.06032786331223306,0.08083516280238649,0.09280238508098741,0.0009501854578653972,3.6739968974242384e-05
22: 1.0,euclidean,KMeans,0.40871596831274926,0.0,0.46921539416031527,0.0,0.1200044314066569,0.017232834376731454
22: 1.0,euclidean,Maiores Distancias,0.2961133510299183,0.08543121284662933,0.26312003867224076,0.10845535710756068,0.0013294617335001628,0.00026267767457758634
22: 1.0,manhattan,KMeans,0.4095323067962697,0.0,0.46921539416031527,0.0,0.043221052487691244,0.010968290908718582
22: 1.0,manhattan,Maiores Distancias,0.267915192564892,0.08820547232903679,0.2443798346161942,0.11434572771905124,0.0009135166803995768,2.9849257725434996e-05
23: 1.0,manhattan,Maiores Distancias,0.26010251950370905,0.04007320787440719,0.06766546559662595,0.055560570151147765,0.0009583711624145507,6.761032643959185e-05
23: 1.0,euclidean,KMeans,0.3470801527340405,0.0,0.1276206832112173,0.0,0.12453432083129883,0.019671526042686297
23: 1.0,euclidean,Maiores Distancias,0.24609155627153584,0.028679633287399295,0.027808389310191403,0.03609024621308292,0.001478250821431478,0.0001799516840106874
23: 1.0,manhattan,KMeans,0.35168156842424886,0.0,0.1276206832112173,0.0,0.04032354354858399,0.008869978342224423
24: 1.0,euclidean,KMeans,0.38746555089112605,0.0,0.3526398574208816,0.0,0.12663931051890057,0.023951019722162598
24: 1.0,euclidean,Maiores Distancias,0.32407127109129086,0.04712495703021636,0.2271746199686476,0.07366800993167497,0.0014597336451212565,0.00018595029795981542
24: 1.0,manhattan,KMeans,0.39164317693755685,0.0,0.3526398574208816,0.0,0.040784422556559244,0.011038456762760572
24: 1.0,manhattan,Maiores Distancias,0.3010773441465217,0.06400041852396302,0.22041472993643527,0.07170558816250601,0.0009436607360839844,4.081683430647168e-05
25: 1.0,euclidean,Maiores Distancias,0.2575472780940663,0.0416786520256964,0.1242715197548467,0.056596088805041495,0.001495957374572754,0.0002953335025363141
25: 1.0,manhattan,KMeans,0.36716800805448374,0.0,0.29230191882218,0.0,0.04035503069559733,0.008282617840195171
25: 1.0,manhattan,Maiores Distancias,0.25451307309162485,0.05510231922007467,0.12610806254017068,0.07700174525228382,0.0009301185607910156,3.6064519348990434e-05
25: 1.0,euclidean,KMeans,0.35808115789058786,0.0,0.29230191882218,0.0,0.1300986687342326,0.026928064887480452
26: 1.0,manhattan,Maiores Distancias,0.2714509550758507,0.05556980140538882,0.2018183907444944,0.08917573463303538,0.0009247700373331706,4.140096049583479e-05
26: 1.0,euclidean,Maiores Distancias,0.2814839193739797,0.059009837428802676,0.2057870538725549,0.11528505522265048,0.0014251152674357097,0.00023403667199714477
26: 1.0,euclidean,KMeans,0.3926954207665283,0.0,0.4016619462701545,0.0,0.12033667564392089,0.01805858722872534
26: 1.0,manhattan,KMeans,0.3976840434721824,0.0,0.4016619462701545,0.0,0.044197948773701985,0.011199406402821447
27: 1.0,manhattan,Maiores Distancias,0.2769672460438584,0.05160519330494836,0.2102320983148161,0.09606894940872059,0.000927885373433431,3.637314145271247e-05
27: 1.0,manhattan,KMeans,0.3666918772437154,0.0,0.43200565570111865,0.0,0.047164416313171385,0.009063881710391701
27: 1.0,euclidean,Maiores Distancias,0.27700693909248114,0.04950563180431926,0.18619079459919194,0.09215395128416941,0.0013428529103597004,0.00023846492919693812
27: 1.0,euclidean,KMeans,0.36258245671332234,0.0,0.43200565570111865,0.0,0.1268463134765625,0.024715064025297606
28: 1.0,manhattan,KMeans,0.3873843311797194,0.0,0.42959469617231283,0.0,0.04324648380279541,0.02157231964096303
28: 1.0,euclidean,KMeans,0.3832431784998685,0.0,0.42959469617231283,0.0,0.119298521677653,0.018282833128605718
28: 1.0,euclidean,Maiores Distancias,0.27651350158130644,0.049437012110835475,0.15978273426235662,0.129080959317551,0.0014742692311604819,0.00033197539472147944
28: 1.0,manhattan,Maiores Distancias,0.2516215639458279,0.04073545467432703,0.09379822078067594,0.08641552655244338,0.0009295145670572916,3.5020666350235075e-05
29: 1.0,euclidean,KMeans,0.36884555516646195,0.0,0.3530538545085484,0.0,0.12236710389455159,0.018936231571787688
29: 1.0,euclidean,Maiores Distancias,0.24939119701004794,0.07604541631174537,0.20632839195005637,0.12343547675506242,0.0015100717544555664,0.0002495405538608107
29: 1.0,manhattan,KMeans,0.3761891365315872,0.0,0.3530538545085484,0.0,0.03710554440816243,0.007674650022235409
29: 1.0,manhattan,Maiores Distancias,0.2638486161318371,0.05794795232966139,0.2067963383835086,0.10245842946398206,0.0009415149688720703,4.348202612333469e-05
30: 1.0,manhattan,Maiores Distancias,0.25830409301011453,0.03973237824426377,0.09315992304924935,0.0630973021901656,0.0009259223937988281,3.5299256864994575e-05
30: 1.0,manhattan,KMeans,0.333090403636301,0.0,0.21650725186800196,0.0,0.035416634877522786,0.017473573218265426
30: 1.0,euclidean,KMeans,0.32835793284806536,0.0,0.21650725186800196,0.0,0.12025136152903239,0.019118404682630232
30: 1.0,euclidean,Maiores Distancias,0.27850552136271706,0.03937227597901093,0.10906462484050164,0.07417339740046767,0.0014119148254394531,0.00019246695069974473
