Unnamed: 0,label,distance_type,algorithm,precision,radius_min,silhouette_mean,silhouette_max,rand_index_mean,rand_index_max,exec_time_mean
0,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 1,2.0808697343267055,5.987061867628619,0.11535616718405946,0.15742312412902387,0.03449507361939303,0.06228804823673249,0.023006242548794947
1,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 1,19.68167819999706,5.72626181768954,0.1341022397042851,0.1879992443855648,0.03821227008806596,0.05491355455836766,0.35573602173687247
2,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 1,3.019020440013926,6.07279771285692,0.12401006705035937,0.17075195225240053,0.03542588511421756,0.04744465972637,0.06661747565857984
3,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 1,3.878005910956169,5.610206118109349,0.1264003453747409,0.185284464306639,0.03663693565891374,0.04661040336584283,0.04438471340886398
4,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 1,4.882565918251532,5.6929472140855655,0.1285077024421506,0.1828885231077741,0.03410712601546769,0.052827564799779195,0.057960050908970356
5,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 1,6.036152479084308,5.497094915075627,0.14077623688602073,0.17043509112368926,0.03463688007715064,0.052018116324630985,0.10566588774536557
6,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 2,2.0626545787231727,5.9022698025340805,0.17026008030104253,0.17199100063760167,0.039050173358256605,0.03955973100141599,0.6706079646086086
7,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 2,19.486107943005408,5.757795922688898,0.13060900628344885,0.1325695869408302,0.04281966739380736,0.04329572437074218,1.015664028102693
8,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 2,2.9645799204458037,5.685765245511846,0.09562599834741314,0.09835468092477827,0.04325293255226624,0.040651630049794316,0.6779026618813659
9,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 2,4.153476528177392,5.786511222673776,0.10779515391646084,0.11022414590662818,0.019368179947011576,0.019602583986786746,0.7536468521246341
10,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 2,4.979453547427029,5.698904437592063,0.139047262109233,0.1345423419305693,0.036789355916872574,0.03767477587380367,0.7529160905918619
11,hepatitis_c_virus_hcv_for_egyptian_patients,euclidean,Busca Binaria 2,5.942449961837178,5.7883623760490615,0.11364781973313376,0.12335051593396505,0.032734965556745856,0.03249425378350232,0.7558151559545836
12,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 1,1.9883823263217173,16.203696546856357,0.19683126991437452,0.28880235645344093,0.02767944248527577,0.044302186287175395,0.0036365547410557634
13,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 1,20.985296557981464,16.556906476296305,0.22991965993480304,0.29440186483270797,0.02833398726266054,0.03788377247170613,0.024223521760943285
14,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 1,2.8627752425699833,15.957361490410843,0.22158011927752408,0.30147921479529505,0.028710193370353423,0.0477096596049068,0.004472274938562728
15,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 1,4.154191910864987,17.436511843139375,0.23000873270887365,0.3261522546413697,0.02465119480361384,0.03449983763020446,0.006266548248342658
16,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 1,5.109992594475258,17.672336849217356,0.2311580966649151,0.3317614046747704,0.028208262465231268,0.043261039056438036,0.007406124456713811
17,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 1,6.076520861671836,16.06037545390749,0.2264895816991077,0.29495304632779823,0.028145575096995116,0.0404149526678817,0.007751412246068807
18,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 2,2.020766441673765,21.097378270155993,0.16560369203143988,0.16299201779876252,0.03620136334577277,0.03679619135847869,0.06997587780842154
19,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 2,19.74059570313073,16.95376820220655,0.24459010840446946,0.25114950968538247,0.024925394058448073,0.02574638193696338,0.5741283872755674
20,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 2,3.017155735279164,19.06292957232414,0.23094964775232002,0.2161157589110067,0.024328825203713947,0.0234166043631666,0.07779850106663831
21,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 2,3.8083089503286747,17.48781239401362,0.27559352492593797,0.27611363790534027,0.030923052060600763,0.029904985891244337,0.08669132103608701
22,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 2,4.938786111629087,16.964423806828762,0.24989358501935074,0.26384334961299066,0.026890101566488748,0.026522596411720986,0.16776483763874733
23,hepatitis_c_virus_hcv_for_egyptian_patients,manhattan,Busca Binaria 2,6.276151342857469,17.758381952794885,0.21805240405815712,0.21915901177942942,0.024304251779644976,0.024303792933688808,0.08363272124665228
24,ozone_level_detection,euclidean,Busca Binaria 1,2.008913331657279,7.746483813631544,0.682924279705158,0.7544774777581167,0.026868330566590517,0.07181100645727091,0.01328396414194862
25,ozone_level_detection,euclidean,Busca Binaria 1,19.464646200109442,7.065429899017417,0.7075433216368935,0.7433555867696814,0.031382805089134456,0.06267451339317902,0.09294211134566113
26,ozone_level_detection,euclidean,Busca Binaria 1,2.931980471183867,7.286156327186436,0.6737417853455944,0.7722225511938362,0.026263331530580646,0.06229892345069408,0.018520620885345906
27,ozone_level_detection,euclidean,Busca Binaria 1,3.960918724759536,7.600678765605416,0.6756809564308702,0.7169200935120622,0.03431120598699308,0.07810861727952069,0.024701558852098696
28,ozone_level_detection,euclidean,Busca Binaria 1,4.7894545961309705,6.896328584221008,0.7325258023817696,0.7581109584625817,0.029975073064428197,0.06609943392347423,0.031645043899665
29,ozone_level_detection,euclidean,Busca Binaria 1,6.2810194867019,7.157151232819191,0.6584732972586415,0.7221416833372852,0.0344275907602039,0.06172616345682155,0.03482921574577167
